ID,ID_Tipo_de_impressora,Ultima_manutencao,Data_de_aquisicao,Disponibilidade,Em_uso,Possui_defeito
8908,HP M1212nf,27/6/2024,6/9/2020,Não,Sim,Não
8909,Brother 7065dn,19/7/2024,10/6/2023,Sim,Não,Não
8910,Brother 7065dn,17/11/2024,24/3/2023,Sim,Não,Não
8911,HP MFP M225dw,26/12/2024,23/4/2022,Não,Sim,Sim
8912,Brother 8952dw,10/6/2024,12/9/2021,Não,Sim,Não
8913,HP M1212nf,27/12/2024,19/8/2020,Sim,Não,Não
8914,HP M1212nf,15/11/2024,19/6/2020,Não,Sim,Não
8915,Kyocera M2040dn,9/3/2024,18/4/2020,Não,Não,Sim
8916,Brother 8157dn,7/4/2024,27/4/2023,Sim,Não,Não
8917,Brother 7065dn,11/7/2024,9/3/2021,Sim,Não,Não
8918,Kyocera M2040dn,9/7/2024,27/12/2022,Sim,Não,Não
8919,Brother 8157dn,6/10/2024,18/8/2023,Sim,Não,Não
8920,HP M1212nf,13/8/2024,5/9/2022,Sim,Não,Não
8921,HP MFP M225dw,18/7/2024,23/4/2020,Sim,Não,Não
8922,Brother L5652dn,6/2/2024,28/4/2022,Sim,Não,Não
8923,HP Pro M127fn,15/3/2024,1/3/2023,Sim,Não,Não
8924,HP 1015,26/12/2024,16/10/2023,Não,Sim,Não
8925,HP 1015,27/4/2024,27/11/2022,Sim,Não,Não
8926,Brother 7065dn,2/11/2024,12/5/2021,Não,Sim,Não
8927,Brother L5652dn,25/11/2024,25/1/2023,Sim,Não,Não
8928,Kyocera M2040dn,5/9/2024,12/12/2021,Sim,Não,Não
8929,Brother L5652dn,2/8/2024,27/7/2020,Sim,Não,Não
8930,HP M1212nf,25/9/2024,17/3/2023,Sim,Não,Não
8931,Brother L5652dn,24/4/2024,19/8/2020,Sim,Não,Não
8932,Brother 8157dn,16/2/2024,21/9/2020,Sim,Não,Não
8933,HP P1606dn,15/1/2024,23/11/2022,Não,Sim,Não
8934,Kyocera M2040dn,28/3/2024,12/7/2022,Sim,Não,Não
8935,HP P2055dn,25/11/2024,6/12/2020,Não,Sim,Não
8936,Brother 8952dw,11/2/2024,3/2/2020,Sim,Não,Não
8937,HP M1212nf,25/6/2024,8/12/2020,Não,Sim,Não
8938,Brother 8157dn,7/6/2024,24/1/2021,Sim,Não,Não
8939,Brother L5652dn,10/9/2024,12/10/2020,Sim,Não,Não
8940,Brother L5652dn,19/9/2024,24/9/2022,Sim,Não,Não
8941,HP 1015,21/5/2024,7/7/2020,Sim,Não,Não
8942,Brother L5652dn,15/6/2024,10/3/2023,Sim,Não,Não
8943,HP M1212nf,20/2/2024,13/8/2020,Sim,Não,Não
8944,Brother 8157dn,3/10/2024,12/7/2020,Sim,Não,Não
8945,HP Pro M127fn,8/10/2024,16/12/2023,Sim,Não,Não
8946,Brother 7065dn,28/2/2024,3/2/2023,Não,Sim,Não
8947,HP M1212nf,17/10/2024,7/5/2020,Sim,Não,Não
8948,HP M1212nf,5/9/2024,6/10/2021,Sim,Não,Não
8949,HP M1212nf,26/4/2024,8/11/2021,Sim,Não,Não
8950,Brother 8157dn,8/11/2024,8/9/2021,Sim,Não,Não
8951,HP P2055dn,26/8/2024,13/7/2022,Sim,Não,Não
8952,Brother 8952dw,18/7/2024,10/4/2020,Sim,Não,Não
8953,HP P2055dn,16/9/2024,3/11/2022,Sim,Não,Não
8954,Brother 7065dn,13/10/2024,7/8/2020,Sim,Não,Não
8955,Kyocera M2040dn,24/7/2024,19/1/2023,Sim,Não,Não
8956,Brother L5652dn,14/8/2024,15/5/2020,Sim,Não,Não
8957,HP 1015,26/4/2024,2/10/2023,Sim,Não,Não
8958,HP Pro M127fn,14/4/2024,12/11/2020,Não,Não,Sim
8959,HP P2055dn,15/3/2024,24/1/2022,Não,Sim,Não
8960,HP P2055dn,26/10/2024,8/7/2022,Sim,Não,Não
8961,Kyocera M2040dn,17/10/2024,10/2/2022,Não,Sim,Não
8962,Brother 7065dn,3/8/2024,16/10/2023,Não,Sim,Não
8963,Brother 7065dn,13/11/2024,15/9/2023,Sim,Não,Não
8964,HP P2055dn,18/2/2024,19/2/2022,Sim,Não,Não
8965,Brother 8157dn,14/3/2024,21/1/2020,Sim,Não,Não
8966,HP Pro M201dw,23/9/2024,24/11/2023,Sim,Não,Não
8967,Brother L5652dn,8/12/2024,26/10/2021,Sim,Não,Não
8968,Brother 7065dn,21/8/2024,3/3/2021,Sim,Não,Não
8969,HP P1606dn,7/5/2024,24/5/2021,Não,Sim,Não
8970,HP P1606dn,1/9/2024,27/6/2022,Sim,Não,Não
8971,HP Pro M127fn,28/6/2024,25/2/2020,Sim,Não,Não
8972,HP M1212nf,11/4/2024,13/7/2021,Sim,Não,Não
8973,HP P2055dn,19/4/2024,5/2/2020,Não,Sim,Não
8974,Brother L5652dn,5/7/2024,6/6/2021,Sim,Não,Não
8975,Brother 8952dw,11/9/2024,1/9/2020,Sim,Não,Não
8976,Brother L5652dn,3/9/2024,27/3/2020,Não,Não,Sim
8977,HP P2055dn,3/11/2024,7/9/2023,Sim,Não,Não
8978,HP 1015,23/11/2024,16/10/2023,Não,Sim,Não
8979,HP P1606dn,22/4/2024,27/3/2021,Sim,Não,Não
8980,HP P2055dn,8/11/2024,5/1/2021,Sim,Não,Não
8981,Brother 8157dn,1/11/2024,20/9/2023,Não,Sim,Não
8982,Kyocera M2040dn,12/10/2024,28/2/2021,Sim,Não,Não
8983,HP Pro M201dw,8/1/2024,15/6/2020,Não,Sim,Sim
8984,Brother 7065dn,3/12/2024,25/3/2020,Sim,Não,Não
8985,HP Pro M127fn,26/3/2024,3/9/2022,Sim,Não,Não
8986,HP P2055dn,3/8/2024,23/5/2023,Sim,Não,Não
8987,Kyocera M2040dn,10/4/2024,13/8/2020,Não,Sim,Não
8988,Brother L5652dn,13/4/2024,3/5/2021,Não,Sim,Não
8989,Brother 8952dw,24/8/2024,26/4/2023,Sim,Não,Não
8990,Brother 8157dn,27/3/2024,14/7/2021,Não,Sim,Não
8991,HP P2055dn,14/1/2024,21/9/2020,Sim,Não,Não
8992,HP P1606dn,9/6/2024,4/10/2023,Não,Sim,Não
8993,Brother L5652dn,24/5/2024,21/12/2021,Não,Sim,Não
8994,HP P2055dn,7/12/2024,22/11/2022,Sim,Não,Não
8995,HP P2055dn,23/2/2024,26/6/2020,Sim,Não,Não
8996,Brother 8157dn,28/2/2024,22/10/2020,Sim,Não,Não
8997,Brother 8157dn,17/4/2024,9/4/2022,Sim,Não,Não
8998,Brother 8157dn,27/3/2024,10/6/2022,Sim,Não,Não
8999,Brother 7065dn,7/1/2024,24/10/2021,Não,Sim,Não
9000,HP 1015,28/5/2024,16/4/2021,Não,Não,Sim
9001,HP 400M425dn,1/10/2024,23/7/2022,Sim,Não,Não
9002,Brother 8952dw,2/8/2024,21/7/2020,Sim,Não,Não
9003,Brother 8952dw,7/12/2024,21/8/2021,Sim,Não,Não
9004,HP P2055dn,26/12/2024,23/11/2022,Sim,Não,Não
9005,Brother 8157dn,26/5/2024,16/2/2020,Sim,Não,Não
9006,Brother 8157dn,24/12/2024,19/5/2022,Não,Sim,Não
9007,HP P1606dn,6/3/2024,6/4/2020,Sim,Não,Não
9008,HP P1606dn,7/4/2024,26/4/2021,Sim,Não,Não
9009,Brother 8157dn,8/8/2024,7/11/2020,Sim,Não,Não
9010,HP M1212nf,17/10/2024,21/9/2023,Sim,Não,Não
9011,Brother 7065dn,1/4/2024,12/6/2023,Sim,Não,Não
9012,Brother 8952dw,14/11/2024,8/3/2022,Não,Não,Sim
9013,HP MFP M225dw,17/5/2024,22/11/2023,Sim,Não,Não
9014,Kyocera M2040dn,16/7/2024,11/8/2021,Sim,Não,Não
9015,HP M1212nf,13/9/2024,20/9/2022,Não,Sim,Não
9016,HP M1212nf,2/10/2024,4/12/2022,Sim,Não,Não
9017,Brother 8157dn,8/3/2024,18/4/2023,Sim,Não,Não
9018,HP P2055dn,4/2/2024,1/1/2023,Sim,Não,Não
9019,Brother L5652dn,5/4/2024,2/3/2020,Não,Não,Sim
9020,HP MFP M225dw,28/4/2024,4/6/2023,Sim,Não,Não
9021,Brother 8952dw,18/10/2024,11/7/2021,Sim,Não,Não
9022,HP P1606dn,2/12/2024,20/3/2020,Sim,Não,Não
9023,HP Pro M201dw,23/9/2024,15/8/2023,Não,Sim,Não
9024,HP M1212nf,1/1/2024,7/10/2022,Sim,Não,Não
9025,HP M1212nf,17/5/2024,1/11/2020,Não,Sim,Não
9026,Brother L5652dn,14/3/2024,23/4/2021,Não,Não,Sim
9027,HP Pro M127fn,9/6/2024,9/11/2021,Sim,Não,Não
9028,Brother L5652dn,28/4/2024,4/8/2020,Sim,Não,Não
9029,HP P2055dn,18/11/2024,20/8/2020,Sim,Não,Não
9030,Kyocera M2040dn,14/5/2024,26/4/2020,Sim,Não,Não
9031,Brother L5652dn,26/10/2024,18/1/2022,Sim,Não,Não
9032,HP Pro M127fn,4/6/2024,14/7/2020,Sim,Não,Não
9033,Kyocera M2040dn,6/8/2024,17/6/2022,Não,Não,Sim
9034,Brother 7065dn,21/9/2024,26/4/2022,Não,Sim,Não
9035,Brother 7065dn,13/1/2024,3/12/2021,Não,Sim,Não
9036,HP 1015,10/12/2024,19/2/2023,Sim,Não,Não
9037,Brother 7065dn,22/9/2024,15/1/2020,Sim,Não,Não
9038,HP Pro M127fn,20/4/2024,1/5/2023,Sim,Não,Não
9039,Brother L5652dn,11/12/2024,22/2/2021,Sim,Não,Não
9040,HP Pro M127fn,7/10/2024,28/12/2022,Sim,Não,Não
9041,HP M1212nf,13/4/2024,19/11/2022,Sim,Não,Não
9042,HP 1015,10/8/2024,25/9/2020,Sim,Não,Não
9043,HP M1212nf,24/7/2024,27/1/2023,Sim,Não,Não
9044,HP 400M425dn,9/9/2024,15/11/2021,Não,Não,Sim
9045,HP P1606dn,14/11/2024,7/11/2020,Sim,Não,Não
9046,HP Pro M127fn,17/12/2024,17/9/2021,Sim,Não,Não
9047,HP M1212nf,27/2/2024,5/9/2021,Não,Não,Sim
9048,Kyocera M2040dn,28/8/2024,27/12/2021,Não,Sim,Não
9049,Brother 8952dw,11/12/2024,15/5/2021,Sim,Não,Não
9050,Brother 8157dn,16/11/2024,2/12/2022,Sim,Não,Não
9051,Brother L5652dn,6/12/2024,4/8/2021,Sim,Não,Não
9052,HP M1212nf,11/1/2024,26/9/2021,Sim,Não,Não
9053,HP MFP M225dw,2/12/2024,15/9/2020,Sim,Não,Não
9054,HP P2055dn,13/12/2024,27/5/2021,Sim,Não,Não
9055,Brother L5652dn,5/4/2024,10/6/2021,Sim,Não,Não
9056,HP 400M425dn,23/6/2024,17/6/2023,Sim,Não,Não
9057,HP M1212nf,5/8/2024,8/7/2023,Não,Não,Sim
9058,Brother 7065dn,4/11/2024,3/1/2023,Não,Sim,Não
9059,HP P1606dn,11/3/2024,25/4/2022,Não,Sim,Não
9060,HP Pro M127fn,24/5/2024,7/4/2022,Sim,Não,Não
9061,HP P2055dn,1/8/2024,17/10/2022,Sim,Não,Não
9062,HP P1606dn,1/4/2024,1/3/2022,Sim,Não,Não
9063,Brother 8157dn,24/4/2024,7/3/2021,Não,Sim,Sim
9064,HP 1015,15/11/2024,24/8/2020,Sim,Não,Não
9065,HP P2055dn,4/11/2024,15/10/2021,Sim,Não,Não
9066,Brother 7065dn,27/6/2024,18/1/2023,Não,Sim,Não
9067,Brother 8157dn,7/4/2024,17/7/2021,Sim,Não,Não
9068,Brother 7065dn,5/12/2024,4/7/2020,Sim,Não,Não
9069,HP M1212nf,1/5/2024,12/3/2020,Sim,Não,Não
9070,HP Pro M127fn,28/3/2024,28/4/2022,Sim,Não,Não
9071,HP P1606dn,15/5/2024,18/9/2022,Sim,Não,Não
9072,Brother 8952dw,4/4/2024,7/10/2021,Não,Não,Sim
9073,HP P2055dn,10/5/2024,26/1/2022,Sim,Não,Não
9074,HP M1212nf,12/5/2024,14/1/2020,Sim,Não,Não
9075,Brother 7065dn,11/5/2024,10/8/2020,Sim,Não,Não
9076,Brother L5652dn,26/5/2024,10/6/2021,Sim,Não,Não
9077,Brother 8952dw,5/4/2024,12/7/2023,Sim,Não,Não
9078,HP M1212nf,3/8/2024,12/3/2022,Sim,Não,Não
9079,HP M1212nf,28/2/2024,18/4/2021,Não,Não,Sim
9080,Brother 8952dw,23/9/2024,8/5/2020,Sim,Não,Não
9081,HP Pro M127fn,14/4/2024,27/9/2020,Sim,Não,Não
9082,Brother 8157dn,11/11/2024,23/10/2022,Sim,Não,Não
9083,Brother L5652dn,16/7/2024,9/8/2021,Não,Sim,Sim
9084,Brother 7065dn,5/3/2024,18/12/2020,Não,Sim,Não
9085,Brother 8157dn,1/12/2024,21/7/2020,Não,Sim,Não
9086,HP P2055dn,28/7/2024,11/7/2020,Sim,Não,Não
9087,Brother 8952dw,28/9/2024,9/5/2021,Sim,Não,Não
9088,HP M1212nf,8/12/2024,6/11/2021,Sim,Não,Não
9089,HP MFP M225dw,21/7/2024,6/9/2023,Sim,Não,Não
9090,Brother 7065dn,5/8/2024,14/1/2020,Sim,Não,Não
9091,HP P2055dn,6/10/2024,17/6/2021,Sim,Não,Não
9092,Kyocera M2040dn,11/3/2024,26/6/2023,Sim,Não,Não
9093,HP P1606dn,7/2/2024,16/5/2022,Não,Sim,Não
9094,Brother 7065dn,16/10/2024,1/9/2022,Sim,Não,Não
9095,HP P2055dn,4/1/2024,2/9/2022,Não,Não,Sim
9096,Brother 8157dn,19/7/2024,19/9/2022,Sim,Não,Não
9097,HP P2055dn,21/12/2024,24/8/2021,Sim,Não,Não
9098,HP P2055dn,19/4/2024,1/7/2022,Sim,Não,Não
9099,Brother 7065dn,27/10/2024,4/7/2022,Não,Sim,Não
9100,HP 1015,20/1/2024,18/5/2021,Sim,Não,Não
9101,HP P2055dn,25/8/2024,14/5/2021,Não,Sim,Não
9102,HP M1212nf,22/9/2024,5/11/2020,Sim,Não,Não
9103,Brother 7065dn,2/9/2024,10/11/2021,Sim,Não,Não
9104,Kyocera M2040dn,9/7/2024,13/3/2022,Não,Sim,Não
9105,Brother 8157dn,23/7/2024,8/12/2020,Sim,Não,Não
9106,Brother 8952dw,25/4/2024,12/1/2020,Sim,Não,Não
9107,HP P2055dn,7/5/2024,23/5/2020,Sim,Não,Não
9108,Brother 8157dn,6/6/2024,24/1/2020,Sim,Não,Não
9109,Brother 7065dn,20/2/2024,21/3/2020,Sim,Não,Não
9110,Brother L5652dn,23/1/2024,5/4/2021,Não,Sim,Não
9111,Brother 7065dn,7/3/2024,11/4/2023,Sim,Não,Não
9112,HP M1212nf,27/2/2024,2/5/2021,Sim,Não,Não
9113,HP P2055dn,1/4/2024,10/8/2021,Sim,Não,Não
9114,Brother 8952dw,26/1/2024,9/11/2021,Sim,Não,Não
9115,Brother 8952dw,2/8/2024,26/2/2023,Sim,Não,Não
9116,HP P2055dn,12/1/2024,27/12/2022,Sim,Não,Não
9117,Brother 7065dn,10/12/2024,16/2/2023,Sim,Não,Não
9118,HP MFP M225dw,13/10/2024,7/7/2022,Não,Sim,Não
9119,HP 400M425dn,14/12/2024,4/6/2020,Sim,Não,Não
9120,HP 1015,20/11/2024,16/1/2023,Não,Sim,Não
9121,Brother 7065dn,2/2/2024,13/2/2023,Sim,Não,Não
9122,Brother 8157dn,15/11/2024,3/9/2023,Não,Sim,Não
9123,HP M1212nf,11/10/2024,4/8/2021,Sim,Não,Não
9124,HP M1212nf,28/5/2024,13/7/2023,Sim,Não,Não
9125,Brother 8157dn,13/8/2024,6/10/2020,Sim,Não,Não
9126,Kyocera M2040dn,4/8/2024,14/7/2020,Não,Sim,Não
9127,Kyocera M2040dn,8/7/2024,27/5/2023,Sim,Não,Não
9128,Kyocera M2040dn,25/11/2024,22/9/2022,Não,Não,Sim
9129,Brother L5652dn,23/6/2024,2/9/2023,Sim,Não,Não
9130,HP MFP M225dw,12/8/2024,5/10/2021,Sim,Não,Não
9131,HP MFP M225dw,16/9/2024,22/7/2022,Não,Sim,Não
9132,Brother 8952dw,18/1/2024,19/3/2020,Sim,Não,Não
9133,HP Pro M201dw,16/9/2024,20/3/2022,Sim,Não,Não
9134,Brother 7065dn,13/2/2024,11/1/2022,Sim,Não,Não
9135,HP P2055dn,2/2/2024,11/11/2020,Sim,Não,Não
9136,Brother 7065dn,26/10/2024,18/1/2020,Sim,Não,Não
9137,HP P2055dn,16/12/2024,13/6/2022,Sim,Não,Não
9138,HP 1015,1/7/2024,24/2/2020,Sim,Não,Não
9139,HP M1212nf,17/1/2024,27/11/2020,Sim,Não,Não
9140,Kyocera M2040dn,21/6/2024,27/4/2021,Sim,Não,Não
9141,HP M1212nf,10/5/2024,13/1/2020,Não,Sim,Não
9142,Kyocera M2040dn,13/5/2024,23/11/2023,Não,Sim,Não
9143,Brother L5652dn,26/5/2024,11/1/2023,Sim,Não,Não
9144,HP MFP M225dw,10/1/2024,1/3/2021,Sim,Não,Não
9145,HP 1015,17/8/2024,28/6/2020,Sim,Não,Não
9146,Brother 8157dn,21/7/2024,4/12/2023,Sim,Não,Não
9147,Brother L5652dn,12/2/2024,22/3/2022,Sim,Não,Não
9148,HP M1212nf,13/8/2024,6/3/2022,Sim,Não,Não
9149,Brother 7065dn,1/5/2024,9/12/2021,Sim,Não,Não
9150,HP M1212nf,25/4/2024,10/9/2023,Sim,Não,Não
9151,HP P2055dn,3/8/2024,18/10/2021,Sim,Não,Não
9152,HP M1212nf,8/8/2024,2/11/2021,Sim,Não,Não
9153,Brother 7065dn,15/4/2024,7/3/2021,Não,Sim,Não
9154,Brother L5652dn,1/5/2024,7/9/2023,Sim,Não,Não
9155,Kyocera M2040dn,20/12/2024,16/8/2022,Sim,Não,Não
9156,Kyocera M2040dn,5/11/2024,8/3/2022,Sim,Não,Não
9157,Brother 8157dn,5/1/2024,3/7/2023,Sim,Não,Não
9158,Brother 8157dn,15/11/2024,2/12/2022,Não,Sim,Não
9159,Brother 7065dn,18/4/2024,19/9/2023,Não,Não,Sim
9160,Brother 7065dn,18/1/2024,9/6/2021,Sim,Não,Não
9161,Brother L5652dn,26/2/2024,10/9/2021,Sim,Não,Não
9162,Brother L5652dn,15/5/2024,23/3/2022,Sim,Não,Não
9163,HP Pro M127fn,28/10/2024,15/2/2022,Sim,Não,Não
9164,HP M1212nf,20/7/2024,22/11/2020,Sim,Não,Não
9165,HP P2055dn,6/10/2024,16/1/2020,Sim,Não,Não
9166,HP MFP M225dw,24/8/2024,10/6/2020,Sim,Não,Não
9167,HP 400M425dn,22/6/2024,10/9/2021,Sim,Não,Não
9168,Brother 8952dw,23/2/2024,19/4/2022,Não,Sim,Não
9169,Brother 7065dn,22/2/2024,16/10/2023,Não,Sim,Não
9170,HP P2055dn,26/5/2024,14/9/2022,Sim,Não,Não
9171,HP Pro M127fn,17/5/2024,10/6/2021,Não,Sim,Sim
9172,Brother 8952dw,5/9/2024,4/5/2023,Sim,Não,Não
9173,HP Pro M127fn,6/2/2024,5/4/2022,Sim,Não,Não
9174,HP M1212nf,19/9/2024,2/10/2022,Sim,Não,Não
9175,Kyocera M2040dn,7/11/2024,14/2/2020,Sim,Não,Não
9176,Brother L5652dn,25/4/2024,19/7/2022,Sim,Não,Não
9177,Kyocera M2040dn,18/9/2024,27/8/2020,Não,Sim,Não
9178,HP Pro M127fn,18/5/2024,1/4/2022,Sim,Não,Não
9179,HP P2055dn,23/9/2024,15/10/2022,Sim,Não,Não
9180,HP 1015,22/8/2024,26/9/2020,Sim,Não,Não
9181,HP 1015,28/9/2024,16/10/2022,Não,Sim,Não
9182,HP P2055dn,26/1/2024,18/5/2020,Sim,Não,Não
9183,Brother 7065dn,3/1/2024,9/10/2023,Sim,Não,Não
9184,HP MFP M225dw,10/4/2024,8/5/2021,Sim,Não,Não
9185,HP P1606dn,22/6/2024,23/5/2023,Sim,Não,Não
9186,HP Pro M201dw,6/2/2024,19/6/2023,Sim,Não,Não
9187,HP P1606dn,21/7/2024,14/11/2020,Sim,Não,Não
9188,HP P2055dn,2/4/2024,13/6/2021,Não,Sim,Não
9189,Brother L5652dn,25/9/2024,7/4/2022,Sim,Não,Não
9190,HP P2055dn,7/12/2024,21/10/2023,Sim,Não,Não
9191,Brother L5652dn,25/6/2024,28/11/2022,Sim,Não,Não
9192,Brother 7065dn,20/12/2024,4/9/2021,Não,Não,Sim
9193,HP MFP M225dw,11/8/2024,13/12/2023,Sim,Não,Não
9194,HP P1606dn,27/5/2024,18/5/2020,Sim,Não,Não
9195,HP M1212nf,23/5/2024,12/11/2022,Sim,Não,Não
9196,Brother 8157dn,1/3/2024,13/12/2021,Sim,Não,Não
9197,Brother L5652dn,8/6/2024,22/1/2021,Sim,Não,Não
9198,HP 1015,21/2/2024,25/2/2022,Sim,Não,Não
9199,Kyocera M2040dn,4/7/2024,22/12/2021,Sim,Não,Não
9200,HP Pro M127fn,15/7/2024,1/8/2023,Sim,Não,Não
9201,HP Pro M127fn,12/7/2024,11/8/2022,Não,Sim,Não
9202,HP M1212nf,13/12/2024,10/8/2020,Sim,Não,Não
9203,Brother 8952dw,7/2/2024,11/5/2022,Sim,Não,Não
9204,HP Pro M127fn,16/11/2024,20/6/2023,Sim,Não,Não
9205,HP P1606dn,3/11/2024,16/2/2023,Não,Sim,Não
9206,HP Pro M201dw,25/8/2024,9/3/2021,Sim,Não,Não
9207,Brother 7065dn,17/5/2024,17/10/2020,Sim,Não,Não
9208,Brother 8157dn,10/6/2024,13/3/2022,Sim,Não,Não
9209,Brother 7065dn,23/4/2024,23/6/2023,Sim,Não,Não
9210,HP P2055dn,16/5/2024,5/2/2020,Sim,Não,Não
9211,Brother 7065dn,18/9/2024,27/5/2023,Não,Sim,Não
9212,Brother 8157dn,22/2/2024,16/5/2023,Sim,Não,Não
9213,Kyocera M2040dn,18/5/2024,15/3/2023,Não,Sim,Não
9214,HP 400M425dn,2/10/2024,3/11/2021,Não,Sim,Não
9215,Brother 8952dw,14/1/2024,9/1/2023,Não,Sim,Sim
9216,HP M1212nf,6/1/2024,23/4/2020,Sim,Não,Não
9217,Brother L5652dn,22/4/2024,11/9/2022,Sim,Não,Não
9218,HP P2055dn,7/4/2024,11/12/2021,Sim,Não,Não
9219,HP P2055dn,7/8/2024,7/2/2023,Sim,Não,Não
9220,Brother 8157dn,7/8/2024,23/8/2020,Sim,Não,Não
9221,HP P2055dn,14/4/2024,6/5/2023,Sim,Não,Não
9222,HP P2055dn,15/10/2024,21/12/2020,Não,Sim,Não
9223,Kyocera M2040dn,27/4/2024,22/4/2020,Não,Sim,Não
9224,Kyocera M2040dn,17/12/2024,24/1/2023,Não,Sim,Não
9225,HP P2055dn,21/2/2024,11/9/2023,Não,Não,Sim
9226,Brother 8952dw,9/5/2024,27/7/2022,Não,Sim,Não
9227,Brother 8157dn,23/1/2024,15/10/2022,Sim,Não,Não
9228,Kyocera M2040dn,20/12/2024,18/6/2021,Sim,Não,Não
9229,HP MFP M225dw,6/4/2024,6/1/2022,Sim,Não,Não
9230,HP Pro M201dw,10/2/2024,12/1/2022,Não,Sim,Não
9231,HP M1212nf,13/1/2024,21/10/2022,Não,Sim,Não
9232,HP 1015,15/11/2024,23/8/2021,Não,Sim,Não
9233,HP M1212nf,8/7/2024,8/9/2020,Sim,Não,Não
9234,Brother 7065dn,10/11/2024,23/4/2023,Não,Sim,Não
9235,HP 1015,11/2/2024,18/8/2022,Sim,Não,Não
9236,Brother 8952dw,6/4/2024,17/2/2023,Não,Não,Sim
9237,HP Pro M127fn,23/7/2024,13/8/2020,Sim,Não,Não
9238,HP M1212nf,18/8/2024,12/2/2020,Sim,Não,Não
9239,HP Pro M201dw,1/8/2024,9/4/2023,Sim,Não,Não
9240,HP Pro M127fn,13/8/2024,6/12/2022,Sim,Não,Não
9241,HP 400M425dn,17/4/2024,13/9/2020,Sim,Não,Não
9242,Brother L5652dn,11/7/2024,12/7/2022,Sim,Não,Não
9243,Brother 8157dn,24/2/2024,22/10/2023,Sim,Não,Não
9244,Brother 8157dn,10/3/2024,5/10/2023,Não,Não,Sim
9245,Brother L5652dn,23/8/2024,16/6/2021,Sim,Não,Não
9246,Brother L5652dn,20/5/2024,27/6/2022,Sim,Não,Não
9247,Brother 8952dw,22/10/2024,15/5/2022,Sim,Não,Não
9248,HP P2055dn,15/7/2024,8/11/2021,Sim,Não,Não
9249,Brother 8952dw,27/8/2024,15/11/2022,Sim,Não,Não
9250,HP Pro M127fn,15/1/2024,17/9/2021,Não,Não,Sim
9251,Brother 7065dn,10/5/2024,8/5/2020,Sim,Não,Não
9252,Brother L5652dn,26/2/2024,26/6/2023,Não,Sim,Não
9253,HP Pro M201dw,17/11/2024,4/8/2021,Sim,Não,Não
9254,HP Pro M127fn,8/9/2024,22/9/2022,Sim,Não,Não
9255,HP P2055dn,23/10/2024,28/10/2022,Sim,Não,Não
9256,HP M1212nf,19/12/2024,10/9/2021,Não,Sim,Não
9257,Brother L5652dn,26/11/2024,23/10/2023,Não,Não,Sim
9258,HP P2055dn,15/5/2024,9/12/2020,Sim,Não,Não
9259,HP P1606dn,26/2/2024,11/5/2022,Sim,Não,Não
9260,Brother 8952dw,14/12/2024,24/9/2023,Não,Não,Sim
9261,Brother 8157dn,13/8/2024,14/5/2022,Sim,Não,Não
9262,HP M1212nf,18/3/2024,24/6/2021,Sim,Não,Não
9263,Brother 8157dn,23/6/2024,15/9/2021,Não,Não,Sim
9264,Kyocera M2040dn,8/7/2024,21/10/2021,Sim,Não,Não
9265,Brother 8952dw,22/11/2024,8/7/2022,Sim,Não,Não
9266,HP 400M425dn,13/12/2024,20/8/2020,Sim,Não,Não
9267,Brother L5652dn,12/12/2024,10/10/2021,Sim,Não,Não
9268,Brother 7065dn,13/7/2024,12/7/2020,Sim,Não,Não
9269,HP P2055dn,21/12/2024,26/2/2022,Sim,Não,Não
9270,Brother 7065dn,7/5/2024,25/7/2021,Não,Sim,Não
9271,HP P1606dn,13/5/2024,12/12/2021,Sim,Não,Não
9272,Brother 7065dn,3/2/2024,7/2/2021,Sim,Não,Não
9273,HP 400M425dn,10/4/2024,9/4/2021,Sim,Não,Não
9274,HP P2055dn,19/5/2024,16/4/2020,Sim,Não,Não
9275,HP M1212nf,21/3/2024,27/1/2023,Sim,Não,Não
9276,Brother 7065dn,1/1/2024,27/9/2023,Sim,Não,Não
9277,Brother 8952dw,1/12/2024,18/10/2023,Sim,Não,Não
9278,HP M1212nf,12/9/2024,18/12/2023,Sim,Não,Não
9279,Brother 8157dn,7/8/2024,22/6/2020,Sim,Não,Não
9280,HP 400M425dn,12/12/2024,23/2/2022,Sim,Não,Não
9281,HP MFP M225dw,1/2/2024,21/4/2022,Sim,Não,Não
9282,HP 1015,9/1/2024,9/8/2021,Sim,Não,Não
9283,HP 1015,26/8/2024,26/9/2020,Sim,Não,Não
9284,Brother 8157dn,16/2/2024,10/2/2023,Sim,Não,Não
9285,Brother 8157dn,4/3/2024,27/11/2022,Sim,Não,Não
9286,HP M1212nf,22/3/2024,21/10/2020,Sim,Não,Não
9287,Brother L5652dn,8/12/2024,6/1/2020,Sim,Não,Não
9288,HP Pro M127fn,11/4/2024,10/12/2022,Sim,Não,Não
9289,HP P2055dn,22/5/2024,10/6/2023,Sim,Não,Não
9290,HP P2055dn,26/9/2024,19/3/2020,Sim,Não,Não
9291,Brother 8952dw,6/8/2024,15/11/2020,Sim,Não,Não
9292,Brother 8157dn,3/9/2024,6/9/2020,Sim,Não,Não
9293,Brother 8952dw,21/12/2024,13/8/2022,Sim,Não,Não
9294,HP P1606dn,19/9/2024,5/2/2022,Sim,Não,Não
9295,Brother 8952dw,9/2/2024,1/9/2021,Sim,Não,Não
9296,Kyocera M2040dn,18/11/2024,15/12/2023,Não,Sim,Não
